-0,0234509; 1,52526; -4,03731
 -0,0234509; 1,52526; -4,03731
 -0,014908; 1,54803; -2,09903
 -0,014908; 1,54803; -2,09903
 -0,014908; 1,54803; -2,09903
 -0,014908; 1,54803; -2,09903
 -0,00765183; 1,5456; 0,106994
 -0,00765183; 1,5456; 0,106994
 -0,00765183; 1,5456; 0,106994
 -0,00807476; 1,5453; 0,0156358
 -0,00807476; 1,5453; 0,0156358
 -0,00807476; 1,5453; 0,0156358
 -0,00807476; 1,5453; 0,0156358
 -0,00807476; 1,5453; 0,0156358
 -0,00807476; 1,5453; 0,0156358
 0,000818581; 1,53541; 4,104
 0,01464; 1,55181; 6,87052
 0,0174156; 1,58476; 1,31523
 0,0347143; 1,63475; 2,52402
 0,0219468; 1,71352; -1,62606
 -0,0141057; 1,73018; -7,22102
 -0,0336495; 1,75172; -8,74985
 -0,0277566; 1,87408; -11,2254
 -0,00358619; 1,85715; -6,06743
 0,0307765; 1,77925; -0,991386
 0,0634817; 1,9135; 4,17351
 0,0499329; 1,89831; -4,47325
 0,0372103; 1,94117; -9,508
 0,022274; 2,00147; -11,1825
 0,0424027; 2,14318; 1,57095
 0,0424027; 2,14318; 1,57095
 0,0424027; 2,14318; 1,57095
 0,0424027; 2,14318; 1,57095
 0,0424027; 2,14318; 1,57095
 0,0424027; 2,14318; 1,57095
 0,0377209; 2,2844; 0,0358397
 0,0377209; 2,2844; 0,0358397
 0,0382425; 2,30139; -1,2332
 0,038615; 2,31384; -1,62167
 0,038615; 2,31384; -1,62167
 0,038615; 2,31384; -1,62167
 0,0429828; 2,33855; -1,18632
 0,0431771; 2,27775; -2,12144
 0,0462249; 2,27886; -0,723345
 -0,0287146; 2,57319; -17,0403
 -0,446821; 2,27201; -31,6583
 -0,482467; 2,25982; -18,4789
 -0,487413; 2,14819; -16,772
 -0,518305; 2,16785; -16,0276
 -0,541532; 2,10901; -23,2397
 -0,611564; 2,0397; -40,2822
 -0,687037; 1,73128; -23,6582
 -0,687037; 1,73128; -23,6582
 -0,698239; 1,7571; -24,274
 -0,700117; 1,76042; -23,9704
 -0,700117; 1,76042; -23,9704
 -0,711255; 1,77983; -25,1183
 -0,711758; 1,78527; -24,4234
 -0,718392; 1,80881; -23,5296
 -0,722179; 1,83126; -22,212
 -0,726707; 1,87061; -20,621
 -0,720091; 1,87565; -19,5439
 -0,713054; 1,8767; -20,6698
 -0,677536; 1,79169; -24,3965
 -0,697115; 1,82388; -24,8609
 -0,742739; 1,8994; -24,9871
 -0,758396; 1,87749; -25,3204
 -0,792823; 1,87167; -28,1998
 -0,846448; 1,8013; -36,5717
 -0,852605; 1,78723; -13,1812
 -0,590147; 1,81327; -25,4025
 -0,618185; 1,86866; -27,5855
 -0,600208; 1,90451; -20,7127
 -0,562327; 2,04013; -10,6021
 -0,473155; 2,13527; -12,1055
 -0,352662; 1,84822; -17,5136
 -0,355012; 1,87051; -29,7047
 -0,366731; 1,90079; -27,4514
 -0,349181; 1,91863; -17,0762
 -0,296251; 1,84308; -13,7699
 -0,21565; 2,00204; -7,01279
 -0,12335; 2,0716; -4,14503
 -0,0763856; 2,09989; -6,39973
 -0,0717054; 2,02373; -7,3271
 -0,0892489; 2,05193; -12,7835
 -0,0789454; 2,02853; -9,91685
 -0,0169255; 2,05877; -4,22422
 0,0855731; 2,14534; 3,0969
 0,159283; 2,09352; 2,86385
 0,215409; 2,11621; 4,6201
 0,231574; 2,16377; 4,41239
 0,201889; 2,11985; -3,72035
 0,19725; 2,0944; -3,3176
 0,224931; 2,0918; 0,162399
 0,320252; 2,17454; 7,18513
 0,410589; 2,24142; 8,69527
 0,425866; 2,09506; 5,50071
 0,429685; 2,07149; 5,1257
 0,415032; 2,0723; 2,62309
 0,407355; 2,07045; 1,47346
 0,43247; 2,06315; 2,39951
 0,498138; 2,05567; 7,41676
 0,585562; 2,05134; 10,5033
 0,624876; 2,0468; 16,0673
 0,592671; 2,04636; 8,96491
 0,591626; 2,04711; 10,3896
 0,613195; 2,06375; 9,43565
 0,682972; 2,05021; 20,4091
 0,751101; 2,01015; 20,9109
 0,82212; 1,96991; 20,3299
 0,86382; 1,94824; 22,738
 0,890903; 1,93505; 19,8641
 0,889762; 1,93549; 18,9932
 0,893895; 1,93648; 22,8359
 0,910753; 1,93265; 20,0316
 0,931272; 1,91112; 7,75862
 0,610962; 1,94797; 17,1527
 0,582084; 1,97947; 17,7182
 0,595814; 1,99256; 21,7404
 0,607435; 1,99893; 24,9776
 0,602652; 2,00783; 23,1753
 0,555134; 2,02649; 17,3294
 0,425576; 2,081; 12,5805
 0,420654; 2,09062; 14,2705
 0,446846; 2,09105; 15,2914
 0,515211; 2,05406; 21,7653
 0,56762; 2,01239; 18,9313
 0,614002; 1,96719; 17,3688
 0,644281; 1,94402; 16,3358
 0,682505; 1,91974; 21,0585
 0,70419; 1,91456; 19,2542
 0,697067; 1,91229; 16,8722
 0,674948; 1,91328; 16,9625
 0,696018; 1,91054; 21,4902
 0,7556; 1,85277; 26,3407
 0,8656; 1,79112; 34,8674
 0,855363; 1,79943; 35,4074
 0,705318; 1,91802; 19,8289
 0,628005; 1,98078; 23,1973
 0,607781; 1,99404; 25,4261
 0,612518; 1,99557; 29,5739
 0,609986; 1,98632; 29,696
 0,609032; 1,97749; 26,8408
 0,609223; 1,976; 26,7551
 0,602558; 1,9486; 25,8397
 0,602558; 1,9486; 25,8397
 0,566857; 1,8914; 19,1469
 0,537663; 1,86878; 21,8526
 0,420758; 1,83459; 15,0677
 0,297616; 1,81571; 19,3869
 0,130403; 1,78734; 17,5956
 0,0223364; 1,72127; 19,975
 -0,106491; 1,62282; 12,2583
 -0,197849; 1,56376; 2,47215
 -0,332871; 1,53243; -14,9271
 -0,570259; 1,48988; -46,5492
 -0,162047; 1,74705; -11,3347
 -0,0104315; 1,71704; -6,05647
 0,14026; 1,74345; 0,967559
 0,269753; 1,76452; 10,6493
 0,336184; 1,79244; 10,8811
 0,368141; 1,82202; 10,2589
 0,432228; 1,864; 11,283
 0,531699; 1,85887; 16,1145
 0,665393; 1,80746; 21,1822
 0,733642; 1,78027; 24,3676
 0,749047; 1,77359; 23,1982
 0,776142; 1,7805; 29,6388
 0,839208; 1,77027; 31,5228
 0,825371; 1,77056; 32,7564
 0,760552; 1,80551; 28,5068
 0,740251; 1,82251; 28,7892
 0,742785; 1,82476; 25,7122
 0,753547; 1,82136; 23,5576
 0,764173; 1,815; 27,074
 0,764173; 1,815; 27,074
 0,764305; 1,80739; 27,9374
 0,766646; 1,79872; 28,8012
 0,769903; 1,78696; 29,7804
 0,766993; 1,75654; 30,9758
 0,717194; 1,67441; 25,2821
 0,634388; 1,55377; 23,4199
 0,558195; 1,45919; 20,5057
 0,522615; 1,41294; 21,0292
